,Pick,Team,Name,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,Year,Height,Weight,Birthday,Position1,Position2,Position3,All_Star_apps,All_NBA_apps,All_Def_apps,HOF
1011,20,MIN,Paul Grant,Wisconsin,2,16,111,29,18,3,.448,,.375,6.9,1.8,1.1,0.2,-0.1,-.043,-8.7,-0.2,1997,213cm,111kg,1974-01-06,Center,Center,Center,0,0,0,0
1012,21,NJN,Anthony Parker,Bradley,9,494,13752,4478,1574,1129,.444,.404,.794,27.8,9.1,3.2,2.3,24.5,.085,-0.2,6.1,1997,198cm,97kg,1975-06-19,Small Forward,Shooting Guard,Small Forward,0,0,0,0
1013,22,ATL,Ed Gray,California,2,60,809,373,73,46,.339,.341,.814,13.5,6.2,1.2,0.8,0.1,.009,-4.0,-0.4,1997,190cm,95kg,1975-09-27,Shooting Guard,Shooting Guard,Shooting Guard,0,0,0,0
1014,23,SEA,Bobby Jackson,Minnesota,12,755,16790,7344,2347,1945,.417,.354,.793,22.2,9.7,3.1,2.6,31.4,.090,0.4,10.0,1997,185cm,83kg,1973-03-13,Point Guard,Shooting Guard,Point Guard,0,0,0,0
1015,24,HOU,Rodrick Rhodes,USC,3,72,1234,380,88,121,.347,.200,.620,17.1,5.3,1.2,1.7,-1.6,-.064,-6.3,-1.3,1997,198cm,102kg,1973-09-24,Small Forward,Shooting Guard,Small Forward,0,0,0,0
1016,25,NYK,John Thomas,Minnesota,5,208,2253,560,432,60,.502,.000,.591,10.8,2.7,2.1,0.3,3.2,.067,-4.4,-1.4,1997,206cm,120kg,1975-09-08,Center,Power Forward,Center,0,0,0,0
1017,27,UTA,Jacque Vaughn,Kansas,12,776,12658,3463,1028,1919,.429,.352,.779,16.3,4.5,1.3,2.5,15.4,.058,-3.4,-4.5,1997,185cm,86kg,1975-02-11,Point Guard,Shooting Guard,Point Guard,0,0,0,0
1018,28,CHI,Keith Booth,Maryland,2,45,449,130,97,39,.325,.091,.563,10.0,2.9,2.2,0.9,-0.8,-.080,-6.1,-0.5,1997,198cm,102kg,1974-10-09,Small Forward,Small Forward,Small Forward,0,0,0,0
1019,29,HOU,Serge Zwikker,UNC,,,,,,,,,,,,,,,,,,1997,,,,,,,,,,
1020,30,MIA,Mark Sanford,Washington,,,,,,,,,,,,,,,,,,1997,,,,,,,,,,
1021,31,DET,Charles O'Bannon,UCLA,2,48,399,120,67,29,.400,.000,.870,8.3,2.5,1.4,0.6,0.6,.070,-2.0,0.0,1997,196cm,94kg,1975-02-22,Shooting Guard,Shooting Guard,Shooting Guard,0,0,0,0
1022,32,DEN,James Cotton,Cal State Long Beach,2,19,92,49,16,0,.359,.000,.778,4.8,2.6,0.8,0.0,0.0,.008,-6.6,-0.1,1997,196cm,99kg,1975-12-14,Shooting Guard,Shooting Guard,Shooting Guard,0,0,0,0
1023,33,PHI,Marko Milič,,2,44,216,108,30,14,.560,.429,.647,4.9,2.5,0.7,0.3,0.2,.047,-2.4,0.0,1997,198cm,106kg,1977-05-07,Small Forward,Shooting Guard,Small Forward,0,0,0,0
1024,34,DAL,Bubba Wells,Austin Peay State University,1,39,395,128,68,34,.414,.167,.721,10.1,3.3,1.7,0.9,0.1,.013,-3.5,-0.2,1997,196cm,104kg,1974-07-26,Shooting Guard,Shooting Guard,Shooting Guard,0,0,0,0
1025,35,PHI,Kebu Stewart,Cal State-Bakersfield,1,15,110,40,31,2,.462,,.640,7.3,2.7,2.1,0.1,0.2,.098,-1.4,0.0,1997,203cm,108kg,1973-12-19,Power Forward,Power Forward,Power Forward,0,0,0,0
1026,36,PHI,James Collins,Florida State,1,23,103,59,14,3,.382,.450,.571,4.5,2.6,0.6,0.1,0.0,.008,-1.0,0.0,1997,193cm,88kg,1973-11-05,Shooting Guard,Shooting Guard,Shooting Guard,0,0,0,0
1027,37,GSW,Marc Jackson,Temple,7,387,7572,3238,1655,311,.446,.226,.814,19.6,8.4,4.3,0.8,13.0,.082,-2.7,-1.4,1997,208cm,122kg,1975-01-16,Center,Power Forward,Center,0,0,0,0
1028,38,MIL,Jerald Honeycutt,Tulane,2,54,632,275,105,36,.391,.362,.632,11.7,5.1,1.9,0.7,0.3,.020,-3.3,-0.2,1997,206cm,111kg,1974-10-20,Power Forward,Power Forward,Power Forward,0,0,0,0
1029,39,SAC,Anthony Johnson,College of Charleston,13,793,15552,4432,1358,2274,.414,.356,.745,19.6,5.6,1.7,2.9,23.2,.072,-1.5,1.9,1997,190cm,86kg,1974-10-02,Point Guard,Shooting Guard,Point Guard,0,0,0,0
1030,40,SEA,Eddie Elisma,Georgia Tech,,,,,,,,,,,,,,,,,,1997,,,,,,,,,,
1031,41,DEN,Jason Lawson,Villanova,1,17,80,26,27,5,.600,,.800,4.7,1.5,1.6,0.3,0.5,.280,4.8,0.1,1997,211cm,108kg,1974-09-02,Center,Center,Center,0,0,0,0
1032,42,PHO,Stephen Jackson,Butler County Community College,14,858,27398,12976,3328,2634,.414,.333,.798,31.9,15.1,3.9,3.1,36.1,.063,-0.4,11.2,1997,203cm,98kg,1978-04-05,Power Forward,Small Forward,Shooting Guard,0,0,0,0
1033,43,MIN,Gordon Malone,West Virginia,,,,,,,,,,,,,,,,,,1997,,,,,,,,,,
1034,45,WAS,God Shammgod,Providence,1,20,146,61,7,36,.328,.000,.767,7.3,3.1,0.4,1.8,-0.1,-.049,-6.2,-0.2,1997,183cm,76kg,1976-04-29,Point Guard,Point Guard,Point Guard,0,0,0,0
1035,46,ORL,Eric Washington,Alabama,2,104,2300,716,216,108,.402,.346,.757,22.1,6.9,2.1,1.0,0.1,.002,-3.5,-0.9,1997,193cm,86kg,1974-03-23,Shooting Guard,Shooting Guard,Shooting Guard,0,0,0,0
1036,47,POR,Alvin Williams,Villanova,9,460,12610,4161,1140,1877,.421,.313,.760,27.4,9.0,2.5,4.1,21.7,.082,-0.4,4.9,1997,196cm,83kg,1974-08-06,Point Guard,Shooting Guard,Point Guard,0,0,0,0
1037,48,WAS,Predrag Drobnjak,,4,278,5542,2187,973,225,.425,.340,.799,19.9,7.9,3.5,0.8,5.6,.048,-3.0,-1.3,1997,211cm,122kg,1975-10-27,Center,Center,Center,0,0,0,0
1038,49,ATL,Alain Digbeu,,,,,,,,,,,,,,,,,,,1997,,,,,,,,,,
1039,50,ATL,Chris Crawford,Marquette,7,252,3985,1654,547,154,.437,.347,.824,15.8,6.6,2.2,0.6,6.5,.078,-2.6,-0.6,1997,206cm,106kg,1975-05-13,Power Forward,Power Forward,Power Forward,0,0,0,0
1040,51,LAL,DeJuan Wheat,Louisville,2,80,740,265,56,127,.383,.390,.700,9.3,3.3,0.7,1.6,0.5,.034,-1.9,0.0,1997,183cm,74kg,1973-10-14,Point Guard,Point Guard,Point Guard,0,0,0,0
1041,52,VAN,C.J. Bruton,Indian Hills Community College,,,,,,,,,,,,,,,,,,1997,,,,,,,,,,
1042,53,LAL,Paul Rogers,Gonzaga,,,,,,,,,,,,,,,,,,1997,,,,,,,,,,
1043,54,SEA,Mark Blount,Pitt,9,605,13981,4941,2784,513,.504,.359,.723,23.1,8.2,4.6,0.8,18.8,.065,-2.7,-2.5,1997,213cm,104kg,1975-11-30,Center,Center,Center,0,0,0,0
1044,55,BOS,Ben Pepper,,,,,,,,,,,,,,,,,,,1997,,,,,,,,,,
1045,56,UTA,Nate Erdmann,Oklahoma,,,,,,,,,,,,,,,,,,1997,,,,,,,,,,
1046,57,CHI,Roberto Duenas,,,,,,,,,,,,,,,,,,,1997,,,,,,,,,,
1047,1,LAC,Michael Olowokandi,University of the Pacific,9,500,13129,4135,3414,327,.435,,.597,26.3,8.3,6.8,0.7,2.5,.009,-4.6,-8.5,1998,213cm,122kg,1975-04-03,Center,Center,Center,0,0,0,0
1048,2,VAN,Mike Bibby,Arizona,14,1001,33962,14698,3103,5517,.436,.379,.802,33.9,14.7,3.1,5.5,73.2,.104,0.8,23.8,1998,185cm,86kg,1978-05-13,Point Guard,Point Guard,Point Guard,0,0,0,0
1049,3,DEN,Raef LaFrentz,Kansas,10,563,14545,5690,3423,606,.466,.363,.711,25.8,10.1,6.1,1.1,39.4,.130,0.7,9.8,1998,211cm,108kg,1976-05-29,Center,Power Forward,Center,0,0,0,0
1050,4,TOR,Antawn Jamison,UNC,16,1083,37638,20042,8157,1761,.451,.346,.724,34.8,18.5,7.5,1.6,87.8,.112,0.6,24.5,1998,203cm,101kg,1976-06-12,Power Forward,Small Forward,Power Forward,2,0,0,0
1051,5,GSW,Vince Carter,UNC,22,1541,46367,25728,6606,4714,.435,.371,.798,30.1,16.7,4.3,3.1,125.3,.130,3.0,57.9,1998,198cm,99kg,1977-01-26,Power Forward,Small Forward,Shooting Guard,8,2,0,0
1052,6,DAL,Robert Traylor,Michigan,7,438,6243,2085,1640,312,.474,.167,.577,14.3,4.8,3.7,0.7,13.3,.102,-1.6,0.7,1998,203cm,128kg,1977-02-01,Center,Power Forward,Center,0,0,0,0
1053,7,SAC,Jason Williams,Florida,12,788,23188,8266,1810,4611,.398,.327,.813,29.4,10.5,2.3,5.9,38.5,.080,0.2,12.9,1998,185cm,86kg,1975-11-18,Point Guard,Point Guard,Point Guard,0,0,0,0
1054,8,PHI,Larry Hughes,Saint Louis,13,727,22368,10242,3039,2290,.406,.309,.757,30.8,14.1,4.2,3.1,32.3,.069,-0.1,10.7,1998,196cm,83kg,1979-01-23,Point Guard,Small Forward,Shooting Guard,0,0,0,0
1055,9,MIL,Dirk Nowitzki,,21,1522,51368,31560,11489,3651,.471,.380,.879,33.8,20.7,7.5,2.4,206.3,.193,4.5,84.8,1998,213cm,111kg,1978-06-19,Center,Power Forward,Center,14,12,0,0
1056,10,BOS,Paul Pierce,Kansas,19,1343,45880,26397,7527,4708,.445,.368,.806,34.2,19.7,5.6,3.5,150.0,.157,3.7,65.5,1998,201cm,106kg,1977-10-13,Small Forward,Shooting Guard,Small Forward,10,4,0,0
1057,11,DET,Bonzi Wells,Ball State University,10,591,15133,7147,2737,1249,.460,.327,.697,25.6,12.1,4.6,2.1,29.4,.093,0.2,8.3,1998,196cm,95kg,1976-09-28,Small Forward,Shooting Guard,Small Forward,0,0,0,0
1058,12,ORL,Michael Doleac,Utah,10,587,8789,2882,1955,343,.439,.125,.791,15.0,4.9,3.3,0.6,12.7,.070,-3.7,-3.7,1998,211cm,118kg,1977-06-15,Center,Center,Center,0,0,0,0
1059,13,ORL,Keon Clark,UNLV,6,353,7971,2882,2096,322,.500,.053,.645,22.6,8.2,5.9,0.9,18.2,.110,-0.7,2.6,1998,211cm,99kg,1975-04-16,Center,Power Forward,Center,0,0,0,0
1060,14,HOU,Michael Dickerson,Arizona,5,212,7490,3257,609,553,.432,.402,.784,35.3,15.4,2.9,2.6,9.6,.061,-1.3,1.3,1998,196cm,86kg,1975-06-25,Shooting Guard,Shooting Guard,Shooting Guard,0,0,0,0
1061,15,ORL,Matt Harpring,Georgia Tech,11,665,17584,7645,3366,907,.481,.333,.753,26.4,11.5,5.1,1.4,41.9,.114,-0.6,6.2,1998,201cm,104kg,1976-05-31,Small Forward,Shooting Guard,Small Forward,0,0,0,0
1062,16,HOU,Bryce Drew,Valparaiso,6,243,3970,1081,295,524,.382,.371,.830,16.3,4.4,1.2,2.2,2.4,.030,-3.1,-1.1,1998,188cm,83kg,1974-09-21,Point Guard,Point Guard,Point Guard,0,0,0,0
1063,17,MIN,Rasho Nesterović,,12,811,17983,5519,4143,836,.502,.077,.585,22.2,6.8,5.1,1.0,39.9,.107,-0.9,5.0,1998,213cm,112kg,1976-05-30,Center,Center,Center,0,0,0,0
1064,18,HOU,Mirsad Türkcan,,1,17,90,33,33,5,.368,.000,.625,5.3,1.9,1.9,0.3,0.0,-.019,-6.3,-0.1,1998,206cm,107kg,1976-06-07,Power Forward,Power Forward,Power Forward,0,0,0,0
1065,19,MIL,Pat Garrity,Notre Dame,10,552,11062,4017,1457,443,.417,.398,.806,20.0,7.3,2.6,0.8,18.7,.081,-1.8,0.4,1998,206cm,107kg,1976-08-23,Power Forward,Small Forward,Power Forward,0,0,0,0
1066,20,ATL,Roshown McLeod,Duke,3,113,2130,817,308,124,.409,.111,.819,18.8,7.2,2.7,1.1,0.2,.004,-4.4,-1.3,1998,203cm,100kg,1975-11-17,Small Forward,Small Forward,Small Forward,0,0,0,0
1067,21,CHH,Ricky Davis,Iowa,12,736,21927,9912,2550,2426,.446,.361,.781,29.8,13.5,3.5,3.3,28.0,.061,-0.8,6.3,1998,198cm,88kg,1979-09-23,Small Forward,Shooting Guard,Small Forward,0,0,0,0
1068,22,LAC,Brian Skinner,Baylor,14,608,10910,2876,2841,288,.494,.333,.566,17.9,4.7,4.7,0.5,15.8,.070,-2.5,-1.5,1998,206cm,115kg,1976-05-19,Center,Power Forward,Center,0,0,0,0
1069,23,DEN,Tyronn Lue,Nebraska,11,554,12564,4710,943,1727,.437,.391,.829,22.7,8.5,1.7,3.1,19.7,.075,-1.8,0.6,1998,183cm,79kg,1977-05-03,Point Guard,Point Guard,Point Guard,0,0,0,0
1070,24,SAS,Felipe López,St. John's,4,249,4145,1448,604,252,.432,.327,.659,16.6,5.8,2.4,1.0,3.1,.036,-2.5,-0.5,1998,196cm,90kg,1974-12-19,Point Guard,Shooting Guard,Point Guard,0,0,0,0
1071,25,IND,Al Harrington,,16,981,28009,13237,5482,1649,.444,.352,.727,28.6,13.5,5.6,1.7,42.5,.073,-1.5,3.7,1998,206cm,104kg,1980-02-17,Center,Power Forward,Small Forward,0,0,0,0
1072,26,LAL,Sam Jacobson,Minnesota,3,68,752,283,80,36,.511,.360,.739,11.1,4.2,1.2,0.5,1.1,.071,-3.9,-0.4,1998,193cm,97kg,1975-07-22,Point Guard,Point Guard,Point Guard,0,0,0,0
1073,27,SEA,Vladimir Stepania,,6,270,3726,1118,1180,94,.425,.133,.536,13.8,4.1,4.4,0.3,5.2,.067,-3.3,-1.2,1998,213cm,107kg,1976-05-08,Center,Center,Center,0,0,0,0
1074,28,CHI,Corey Benjamin,Oregon State,4,153,2191,835,259,143,.390,.289,.652,14.3,5.5,1.7,0.9,-0.9,-.019,-4.8,-1.6,1998,198cm,90kg,1978-02-24,Point Guard,Shooting Guard,Point Guard,0,0,0,0
1075,29,UTA,Nazr Mohammed,Kentucky,18,1005,15891,5827,4708,375,.486,.000,.640,15.8,5.8,4.7,0.4,34.3,.104,-2.6,-2.2,1998,208cm,100kg,1977-09-05,Center,Center,Center,0,0,0,0
1076,30,DAL,Ansu Sesay,Ole Miss,4,127,1301,401,223,62,.434,.276,.640,10.2,3.2,1.8,0.5,1.4,.051,-3.3,-0.4,1998,206cm,102kg,1976-07-29,Small Forward,Small Forward,Small Forward,0,0,0,0
1077,31,LAL,Ruben Patterson,Cincinnati,10,649,15955,6953,2697,1150,.517,.179,.641,24.6,10.7,4.2,1.8,35.1,.106,0.7,10.8,1998,196cm,101kg,1975-07-31,Small Forward,Shooting Guard,Small Forward,0,0,0,0
1078,32,SEA,Rashard Lewis,,16,1049,33541,15579,5433,1765,.452,.386,.805,32.0,14.9,5.2,1.7,90.9,.130,1.9,33.1,1998,208cm,97kg,1979-08-08,Power Forward,Small Forward,Power Forward,2,0,0,0
1079,33,SEA,Jelani McCoy,UCLA,8,260,3824,1200,921,135,.539,,.490,14.7,4.6,3.5,0.5,5.1,.064,-2.9,-0.9,1998,208cm,111kg,1977-12-06,Center,Center,Center,0,0,0,0
1080,34,CHI,Shammond Williams,UNC,7,325,5351,1892,518,765,.401,.366,.798,16.5,5.8,1.6,2.4,8.8,.079,-0.7,1.7,1998,185cm,91kg,1975-04-05,Point Guard,Shooting Guard,Point Guard,0,0,0,0
1081,35,DAL,Bruno Šundov,,7,102,524,173,107,18,.356,.208,.526,5.1,1.7,1.0,0.2,-0.7,-.062,-8.9,-0.9,1998,218cm,99kg,1980-02-10,Center,Center,Center,0,0,0,0
1082,36,SAC,Jerome James,Florida A&M,9,358,4771,1540,1099,118,.485,.000,.617,13.3,4.3,3.1,0.3,2.9,.029,-4.9,-3.5,1998,213cm,136kg,1975-11-17,Center,Center,Center,0,0,0,0
1083,37,PHI,Casey Shaw,Toledo,1,9,14,2,3,0,.125,,,1.6,0.2,0.3,0.0,-0.1,-.498,-29.8,-0.1,1998,211cm,117kg,1975-07-20,Center,Center,Center,0,0,0,0
1084,38,NYK,DeMarco Johnson,UNC Charlotte,1,5,37,6,7,0,.333,,,7.4,1.2,1.4,0.0,-0.1,-.091,-10.3,-0.1,1998,206cm,111kg,1975-10-06,Power Forward,Power Forward,Power Forward,0,0,0,0
1085,39,MIL,Rafer Alston,Fresno State,11,671,19392,6799,1891,3202,.383,.354,.729,28.9,10.1,2.8,4.8,32.9,.081,0.0,9.6,1998,188cm,77kg,1976-07-24,Point Guard,Point Guard,Point Guard,0,0,0,0
1086,40,DET,Korleone Young,,1,3,15,13,4,1,.500,.250,1.000,5.0,4.3,1.3,0.3,0.1,.280,9.4,0.0,1998,201cm,96kg,1978-12-31,Small Forward,Small Forward,Small Forward,0,0,0,0
1087,41,HOU,Cuttino Mobley,Rhode Island,11,747,27618,11964,2902,2015,.433,.378,.835,37.0,16.0,3.9,2.7,52.2,.091,-0.1,12.9,1998,193cm,86kg,1975-09-01,Point Guard,Shooting Guard,Point Guard,0,0,0,0
1088,42,ORL,Miles Simon,Arizona,1,5,19,2,2,0,.200,.000,,3.8,0.4,0.4,0.0,-0.1,-.289,-17.4,-0.1,1998,190cm,91kg,1975-11-21,Shooting Guard,Shooting Guard,Shooting Guard,0,0,0,0
1089,43,WAS,Jahidi White,Georgetown,7,334,5913,1954,1944,63,.510,.000,.534,17.7,5.9,5.8,0.2,10.4,.085,-3.2,-1.8,1998,206cm,131kg,1976-02-19,Center,Power Forward,Center,0,0,0,0
1090,44,NYK,Sean Marks,California,11,230,2275,638,501,50,.448,.200,.665,9.9,2.8,2.2,0.2,2.6,.055,-5.0,-1.7,1998,208cm,113kg,1975-08-23,Center,Power Forward,Center,0,0,0,0
1091,45,LAL,Toby Bailey,UCLA,2,73,698,241,126,43,.407,.200,.692,9.6,3.3,1.7,0.6,1.0,.072,-3.5,-0.3,1998,198cm,96kg,1975-11-19,Shooting Guard,Shooting Guard,Shooting Guard,0,0,0,0
1092,46,MIN,Andrae Patterson,Indiana,2,40,304,120,67,16,.455,.000,.778,7.6,3.0,1.7,0.4,0.7,.114,-1.9,0.0,1998,206cm,107kg,1975-11-12,Power Forward,Power Forward,Power Forward,0,0,0,0
1093,47,TOR,Tyson Wheeler,Rhode Island,1,1,3,4,0,2,1.000,1.000,.500,3.0,4.0,0.0,2.0,0.1,1.367,51.1,0.0,1998,178cm,74kg,1975-10-08,Point Guard,Point Guard,Point Guard,0,0,0,0
1094,48,CLE,Ryan Stack,South Carolina,2,43,397,99,79,10,.352,.000,.787,9.2,2.3,1.8,0.2,0.2,.028,-6.7,-0.5,1998,211cm,97kg,1975-07-24,Power Forward,Power Forward,Power Forward,0,0,0,0
1095,49,ATL,Cory Carr,Texas Tech,1,42,624,171,49,66,.329,.167,.750,14.9,4.1,1.2,1.6,-1.2,-.089,-8.2,-1.0,1998,190cm,95kg,1975-12-05,Shooting Guard,Shooting Guard,Shooting Guard,0,0,0,0
1096,50,CHH,Andrew Betts,Cal State Long Beach,,,,,,,,,,,,,,,,,,1998,,,,,,,,,,
1097,51,MIA,Corey Brewer,Oklahoma,,,,,,,,,,,,,,,,,,1998,,,,,,,,,,
1098,52,SAS,Derrick Dial,Eastern Michigan,4,82,687,253,133,63,.372,.190,.672,8.4,3.1,1.6,0.8,0.6,.045,-2.1,0.0,1998,193cm,83kg,1975-12-20,Shooting Guard,Shooting Guard,Shooting Guard,0,0,0,0
1099,53,DAL,Greg Buckner,Clemson,10,570,10895,2878,1593,719,.450,.334,.757,19.1,5.0,2.8,1.3,20.9,.092,-0.9,2.9,1998,193cm,95kg,1976-09-16,Small Forward,Shooting Guard,Small Forward,0,0,0,0
1100,54,DEN,Tremaine Fowlkes,Fresno State,4,103,1233,301,228,54,.409,.200,.791,12.0,2.9,2.2,0.5,2.1,.080,-2.0,0.0,1998,203cm,99kg,1976-04-11,Small Forward,Small Forward,Small Forward,0,0,0,0
1101,55,DEN,Ryan Bowen,Iowa,10,507,6502,1319,1060,250,.456,.206,.693,12.8,2.6,2.1,0.5,12.4,.092,-0.8,2.0,1998,201cm,97kg,1975-11-20,Power Forward,Small Forward,Shooting Guard,0,0,0,0
1102,56,VAN,J.R. Henderson,UCLA,1,30,331,97,47,22,.365,.400,.556,11.0,3.2,1.6,0.7,-0.2,-.025,-4.8,-0.2,1998,203cm,102kg,1976-10-30,Small Forward,Small Forward,Small Forward,0,0,0,0
1103,57,UTA,Torraye Braggs,Xavier,2,22,178,46,51,7,.475,,.667,8.1,2.1,2.3,0.3,0.3,.071,-4.9,-0.1,1998,203cm,111kg,1976-05-15,Power Forward,Power Forward,Power Forward,0,0,0,0
1104,58,CHI,Maceo Baston,Michigan,4,105,831,286,175,26,.616,.375,.740,7.9,2.7,1.7,0.2,2.3,.134,-1.2,0.2,1998,206cm,97kg,1975-05-29,Power Forward,Power Forward,Power Forward,0,0,0,0
1105,1,CHI,Elton Brand,Duke,17,1058,34910,16827,9040,2184,.500,.095,.736,33.0,15.9,8.5,2.1,109.6,.151,2.2,37.3,1999,203cm,124kg,1979-03-11,Center,Power Forward,Center,2,0,0,0
1106,2,VAN,Steve Francis,Maryland,9,576,21632,10446,3215,3473,.429,.341,.797,37.6,18.1,5.6,6.0,54.1,.120,2.2,22.7,1999,190cm,88kg,1977-02-21,Point Guard,Shooting Guard,Point Guard,3,0,0,0
1107,3,CHH,Baron Davis,UCLA,13,835,28592,13447,3183,6025,.409,.320,.711,34.2,16.1,3.8,7.2,63.1,.106,2.6,33.1,1999,190cm,94kg,1979-04-13,Point Guard,Point Guard,Point Guard,2,0,0,0
1108,4,LAC,Lamar Odom,Rhode Island,14,961,32131,12781,8059,3554,.463,.312,.693,33.4,13.3,8.4,3.7,77.0,.115,1.9,31.4,1999,208cm,99kg,1979-11-06,Power Forward,Small Forward,Power Forward,0,0,0,0
1109,5,TOR,Jonathan Bender,,8,262,3847,1453,582,170,.417,.340,.763,14.7,5.5,2.2,0.6,3.8,.047,-2.6,-0.6,1999,211cm,91kg,1981-01-30,Small Forward,Small Forward,Small Forward,0,0,0,0
1110,6,MIN,Wally Szczerbiak,Miami University,10,651,20052,9195,2602,1532,.485,.406,.860,30.8,14.1,4.0,2.4,53.3,.127,0.7,13.6,1999,201cm,110kg,1977-03-05,Small Forward,Small Forward,Small Forward,1,0,0,0
1111,7,WAS,Richard Hamilton,UConn,14,921,29559,15708,2852,3125,.449,.346,.852,32.1,17.1,3.1,3.4,62.8,.102,-0.2,13.2,1999,198cm,83kg,1978-02-14,Small Forward,Shooting Guard,Small Forward,3,0,0,0
1112,8,CLE,Andre Miller,Utah,17,1304,40268,16278,4795,8524,.461,.217,.807,30.9,12.5,3.7,6.5,100.8,.120,1.3,33.3,1999,190cm,90kg,1976-03-19,Point Guard,Shooting Guard,Point Guard,0,0,0,0
1113,9,PHO,Shawn Marion,UNLV,16,1163,40097,17700,10101,2198,.484,.331,.810,34.5,15.2,8.7,1.9,124.9,.150,2.7,47.6,1999,201cm,99kg,1978-05-07,Power Forward,Small Forward,Power Forward,4,2,0,0
1114,10,ATL,Jason Terry,Arizona,19,1410,42034,18881,3274,5415,.444,.380,.845,29.8,13.4,2.3,3.8,102.0,.116,1.5,37.4,1999,188cm,83kg,1977-09-15,Point Guard,Shooting Guard,Point Guard,0,0,0,0
1115,11,CLE,Trajan Langdon,Duke,3,119,1738,647,159,152,.416,.396,.910,14.6,5.4,1.3,1.3,2.9,.079,-1.1,0.4,1999,190cm,89kg,1976-05-13,Shooting Guard,Shooting Guard,Shooting Guard,0,0,0,0
1116,12,TOR,Aleksandar Radojević,Barton County Community College,2,15,152,26,36,7,.308,,.625,10.1,1.7,2.4,0.5,-0.4,-.130,-11.6,-0.4,1999,221cm,113kg,1976-08-08,Center,Center,Center,0,0,0,0
1117,13,SEA,Corey Maggette,Duke,14,827,23358,13198,4022,1696,.453,.324,.822,28.2,16.0,4.9,2.1,62.2,.128,0.3,13.3,1999,198cm,98kg,1979-11-12,Power Forward,Small Forward,Shooting Guard,0,0,0,0
1118,14,MIN,William Avery,Duke,3,142,1205,379,93,199,.330,.255,.714,8.5,2.7,0.7,1.4,-0.9,-.034,-5.6,-1.1,1999,188cm,89kg,1979-08-08,Point Guard,Point Guard,Point Guard,0,0,0,0
1119,15,NYK,Frederic Weis,,,,,,,,,,,,,,,,,,,1999,,,,,,,,,,
1120,16,CHI,Metta World Peace,St. John's,17,991,31440,13058,4448,2631,.414,.339,.715,31.7,13.2,4.5,2.7,61.1,.093,1.2,25.4,1999,198cm,117kg,1979-11-13,Small Forward,Small Forward,Small Forward,1,0,4,0
1121,17,ATL,Cal Bowdler,Old Dominion,3,142,1383,424,272,29,.404,.182,.768,9.7,3.0,1.9,0.2,1.8,.061,-3.2,-0.4,1999,208cm,111kg,1977-03-31,Power Forward,Small Forward,Power Forward,0,0,0,0
1122,18,DEN,James Posey,Xavier,12,864,23260,7419,4061,1413,.410,.349,.820,26.9,8.6,4.7,1.6,51.6,.107,0.3,13.7,1999,203cm,97kg,1977-01-13,Power Forward,Small Forward,Shooting Guard,0,0,0,0
1123,19,UTA,Quincy Lewis,Minnesota,4,159,1853,567,210,96,.397,.333,.710,11.7,3.6,1.3,0.6,0.8,.020,-4.9,-1.4,1999,201cm,97kg,1977-06-26,Small Forward,Shooting Guard,Small Forward,0,0,0,0
1124,20,ATL,Dion Glover,Georgia Tech,6,294,6132,2407,897,455,.411,.317,.756,20.9,8.2,3.1,1.5,5.8,.045,-1.8,0.3,1999,196cm,103kg,1978-10-22,Shooting Guard,Shooting Guard,Shooting Guard,0,0,0,0
1125,21,GSW,Jeff Foster,Texas State University,13,764,15750,3747,5248,703,.497,.130,.615,20.6,4.9,6.9,0.9,47.5,.145,-0.4,6.3,1999,211cm,107kg,1977-01-16,Center,Center,Center,0,0,0,0
1126,22,HOU,Kenny Thomas,New Mexico,11,632,17306,5876,4341,975,.465,.244,.699,27.4,9.3,6.9,1.5,31.2,.086,-1.3,3.1,1999,201cm,118kg,1977-07-25,Power Forward,Power Forward,Power Forward,0,0,0,0
1127,23,LAL,Devean George,Augsburg College,11,630,11682,3536,1975,543,.392,.343,.721,18.5,5.6,3.1,0.9,18.2,.075,-1.5,1.4,1999,203cm,99kg,1977-08-29,Small Forward,Small Forward,Small Forward,0,0,0,0
1128,24,UTA,Andrei Kirilenko,,13,797,23916,9431,4352,2169,.474,.310,.754,30.0,11.8,5.5,2.7,75.4,.151,4.9,41.7,1999,206cm,99kg,1981-02-18,Power Forward,Small Forward,Power Forward,1,0,3,0
1129,25,MIA,Tim James,Miami (FL),3,43,261,68,46,11,.329,.333,.652,6.1,1.6,1.1,0.3,0.0,-.003,-7.0,-0.3,1999,201cm,96kg,1976-12-26,Small Forward,Small Forward,Small Forward,0,0,0,0
1130,26,IND,Vonteego Cummings,Pitt,3,199,3789,1381,373,534,.383,.321,.726,19.0,6.9,1.9,2.7,2.2,.028,-2.4,-0.3,1999,190cm,83kg,1976-02-29,Point Guard,Point Guard,Point Guard,0,0,0,0
1131,27,ATL,Jumaine Jones,Georgia,8,471,9780,3325,1987,408,.424,.349,.704,20.8,7.1,4.2,0.9,15.1,.074,-1.2,2.1,1999,203cm,98kg,1979-02-10,Power Forward,Small Forward,Shooting Guard,0,0,0,0
